index,ticket_id,created_date,customer,region,channel,subject,severity,time_to_resolve_hours,agent_touches,reopened,sev_weight,category
1082,IDC-44540,2026-04-01T00:00:00.000Z,Ashgrove Bet,UK,Email,Date of birth validation rejecting valid 1999 dates,S3 - Medium,21,5,No,2,User Verification Friction
1083,IDC-43059,2026-05-23T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"CfA failing, what does phone_not_baselined mean?",S3 - Medium,36.5,3,No,2,Platform Reliability Friction
1084,IDC-43212,2026-04-20T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Too many users routed to step-up this week,S2 - High,6.4,4,No,3,User Verification Friction
1085,IDC-42685,2026-05-25T00:00:00.000Z,Rivet Play,CA-ON,Portal,Manual review queue backing up this week,S2 - High,12.4,4,No,3,Operational Backlog Friction
1086,IDC-44321,2026-06-19T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Date of birth validation rejecting valid 1999 dates,S3 - Medium,25,5,No,2,User Verification Friction
1087,IDC-43016,2026-03-25T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"CfA failing, what does phone_not_baselined mean?",S3 - Medium,34,4,No,2,Platform Reliability Friction
1088,IDC-43402,2026-06-03T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Manual review queue backing up this week,S3 - Medium,34,5,No,2,Operational Backlog Friction
1089,IDC-42606,2026-05-06T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Player says they were verified twice and charged twice,S3 - Medium,15.3,4,No,2,User Verification Friction
1090,IDC-42981,2026-06-13T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,"PO Box treated as invalid, several player complaints",S2 - High,18.1,4,No,3,User Verification Friction
1091,IDC-43696,2026-05-10T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Player passed data check but failed secondary auth,S3 - Medium,42.2,6,No,2,User Verification Friction
1092,IDC-42308,2026-02-11T00:00:00.000Z,Rivet Play,CA-ON,Email,Zip code mismatch on addresses we believe are valid,S3 - Medium,10.9,2,No,2,User Verification Friction
1093,IDC-43406,2026-07-28T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,How do we clear stuck review cases?,S3 - Medium,41.2,5,No,2,Operational Backlog Friction
1094,IDC-44348,2026-04-15T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,"Pass rate dropped sharply this week, is a data provider down?",S1 - Critical,12.1,11,Yes,4,Platform Reliability Friction
1095,IDC-42365,2026-04-25T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Image capture loops, QR code keeps reloading on handoff",S3 - Medium,10.6,6,No,2,User Verification Friction
1096,IDC-42613,2026-02-06T00:00:00.000Z,Rivet Play,CA-ON,Email,"Sanctions hit looks like a false positive, please review",S3 - Medium,15.3,2,No,2,Compliance Decision Friction
1097,IDC-42389,2026-04-25T00:00:00.000Z,Rivet Play,CA-ON,Portal,How do we clear stuck review cases?,S3 - Medium,18.7,6,No,2,Operational Backlog Friction
1098,IDC-44827,2026-03-15T00:00:00.000Z,Pinnacle Play,US-CO,Portal,Invoice query forwarded from finance,S3 - Medium,17.5,2,No,2,Account Admin
1099,IDC-44465,2026-06-27T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Front of licence rejected as invalid image,S2 - High,9.7,7,No,3,User Verification Friction
1100,IDC-44789,2026-04-29T00:00:00.000Z,Pinnacle Play,US-CO,Email,Verification failing with provider timeout (504),S1 - Critical,8.4,9,No,4,Platform Reliability Friction
1101,IDC-42594,2026-06-17T00:00:00.000Z,Rivet Play,CA-ON,Email,IP allowlisting request for a new environment,S3 - Medium,43,3,No,2,Integration & Config
1102,IDC-43622,2026-03-05T00:00:00.000Z,Cobalt Sportsbook,US-PA,Phone,Requesting SOC 2 report for our compliance team,S4 - Low,49,3,No,1,Account Admin
1103,IDC-42652,2026-05-03T00:00:00.000Z,Rivet Play,CA-ON,Portal,Set up user access for two new team members,S4 - Low,55.6,2,No,1,Integration & Config
1104,IDC-44461,2026-07-02T00:00:00.000Z,Ashgrove Bet,UK,Email,"Multiple users failing data verification, provider looks slow",S2 - High,18.1,7,No,3,Platform Reliability Friction
1105,IDC-42219,2026-03-20T00:00:00.000Z,Rivet Play,CA-ON,Email,apiKey rejected when sent in the request body,S2 - High,15.9,8,No,3,Integration & Config
1106,IDC-42852,2026-03-18T00:00:00.000Z,Rivet Play,CA-ON,Email,ID capture screen freezes on mobile for several users,S4 - Low,45.7,2,No,1,User Verification Friction
1107,IDC-42532,2026-07-28T00:00:00.000Z,Rivet Play,CA-ON,Email,Question about the data retention period,S4 - Low,17.4,2,No,1,Account Admin
1108,IDC-43480,2026-02-04T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Step-up auth triggering for returning players,S3 - Medium,21.6,6,No,2,User Verification Friction
1109,IDC-43640,2026-05-18T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Player says they were verified twice and charged twice,S3 - Medium,34.3,3,No,2,User Verification Friction
1110,IDC-43994,2026-03-08T00:00:00.000Z,Marigold Gaming,US-MI,Slack Connect,Requesting SOC 2 report for our compliance team,S3 - Medium,14.9,2,No,2,Account Admin
1111,IDC-43500,2026-05-03T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,Player passed data check but failed secondary auth,S3 - Medium,10.1,2,No,2,User Verification Friction
1112,IDC-43196,2026-07-06T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Can we suppress PEP alerts for our US-only brand?,S3 - Medium,17.4,3,No,2,Compliance Decision Friction
1113,IDC-43234,2026-04-01T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,Manual review queue backing up this week,S4 - Low,68.4,1,No,1,Operational Backlog Friction
1114,IDC-43379,2026-04-19T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,"Sanctions hit looks like a false positive, please review",S2 - High,14.7,9,No,3,Compliance Decision Friction
1115,IDC-43754,2026-06-20T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,SSN last-4 not matching for valid users,S3 - Medium,32.2,4,No,2,User Verification Friction
1116,IDC-44121,2026-06-05T00:00:00.000Z,Marigold Gaming,US-MI,Portal,ID capture screen freezes on mobile for several users,S4 - Low,28.4,3,Yes,1,User Verification Friction
1117,IDC-42990,2026-04-02T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Please adjust our scheduled report frequency,S3 - Medium,19.9,3,No,2,Account Admin
1118,IDC-44590,2026-03-01T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Callback not received after verification completes,S3 - Medium,13.6,5,No,2,Platform Reliability Friction
1119,IDC-42306,2026-03-18T00:00:00.000Z,Rivet Play,CA-ON,Email,Request: export of last month's verification volumes,S3 - Medium,37.1,6,No,2,Account Admin
1120,IDC-43271,2026-02-16T00:00:00.000Z,Foundry Gaming,US-NJ,Email,"CfA failing, what does phone_not_baselined mean?",S2 - High,13.7,8,No,3,Platform Reliability Friction
1121,IDC-42825,2026-07-21T00:00:00.000Z,Rivet Play,CA-ON,Portal,Webhook signature verification failing in staging,S2 - High,14.5,6,No,3,Platform Reliability Friction
1122,IDC-42296,2026-03-15T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Manual review queue backing up this week,S4 - Low,69.9,2,No,1,Operational Backlog Friction
1123,IDC-44595,2026-05-02T00:00:00.000Z,Ashgrove Bet,UK,Portal,"Multiple users failing data verification, provider looks slow",S1 - Critical,13.2,9,No,4,Platform Reliability Friction
1124,IDC-43898,2026-07-01T00:00:00.000Z,Marigold Gaming,US-MI,Email,ID capture screen freezes on mobile for several users,S3 - Medium,12.8,5,No,2,User Verification Friction
1125,IDC-43171,2026-04-22T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Duplicate verification sessions created for one user,S2 - High,10.6,4,No,3,User Verification Friction
1126,IDC-43093,2026-04-14T00:00:00.000Z,Tidewater Casino,US-NJ,Email,How do we clear stuck review cases?,S3 - Medium,27.3,2,No,2,Operational Backlog Friction
1127,IDC-44727,2026-03-17T00:00:00.000Z,Pinnacle Play,US-CO,Slack Connect,Question about the data retention period,S4 - Low,15.8,3,No,1,Account Admin
1128,IDC-44797,2026-03-07T00:00:00.000Z,Pinnacle Play,US-CO,Portal,IP allowlisting request for a new environment,S4 - Low,46.7,2,No,1,Integration & Config
1129,IDC-43124,2026-05-26T00:00:00.000Z,Tidewater Casino,US-NJ,Phone,"Review decision pending for 48h+, players waiting",S4 - Low,43.7,3,No,1,Operational Backlog Friction
1130,IDC-43493,2026-06-15T00:00:00.000Z,Foundry Gaming,US-NJ,Portal,"OTP channel timeout error, must be integer 15-900",S3 - Medium,13.9,3,No,2,User Verification Friction
1131,IDC-42801,2026-07-27T00:00:00.000Z,Rivet Play,CA-ON,Email,"Onboarding new market, what config changes are needed?",S2 - High,14.3,9,No,3,Integration & Config
1132,IDC-42725,2026-05-05T00:00:00.000Z,Rivet Play,CA-ON,Email,Webhook signature verification failing in staging,S2 - High,21.8,7,No,3,Platform Reliability Friction
1133,IDC-44466,2026-06-07T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Full 9-digit SSN check failing after config change,S3 - Medium,14.6,6,No,2,User Verification Friction
1134,IDC-42395,2026-03-11T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"OTP channel timeout error, must be integer 15-900",S3 - Medium,31.5,2,No,2,User Verification Friction
1135,IDC-43278,2026-03-03T00:00:00.000Z,Foundry Gaming,US-NJ,Slack Connect,"vendors.error on data check, backend did not respond in time",S1 - Critical,10.3,10,No,4,Platform Reliability Friction
1136,IDC-42609,2026-02-23T00:00:00.000Z,Rivet Play,CA-ON,Portal,Question about the data retention period,S4 - Low,29.3,1,No,1,Account Admin
1137,IDC-44517,2026-05-22T00:00:00.000Z,Ashgrove Bet,UK,Slack Connect,Can we suppress PEP alerts for our US-only brand?,S1 - Critical,3.2,9,No,4,Compliance Decision Friction
1138,IDC-42966,2026-03-06T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Please adjust our scheduled report frequency,S3 - Medium,10.8,4,No,2,Account Admin
1139,IDC-44285,2026-02-14T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Zip code mismatch on addresses we believe are valid,S3 - Medium,12.2,3,No,2,User Verification Friction
1140,IDC-42059,2026-07-01T00:00:00.000Z,Rivet Play,CA-ON,Email,"Image capture loops, QR code keeps reloading on handoff",S3 - Medium,16.4,3,Yes,2,User Verification Friction
1141,IDC-42734,2026-06-26T00:00:00.000Z,Rivet Play,CA-ON,Portal,Invoice query forwarded from finance,S3 - Medium,31.8,6,Yes,2,Account Admin
1142,IDC-42260,2026-04-30T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,Please adjust our scheduled report frequency,S4 - Low,64.2,3,No,1,Account Admin
1143,IDC-43758,2026-05-24T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,IDPV outcome differs across document types,S3 - Medium,42.2,4,No,2,Compliance Decision Friction
1144,IDC-43825,2026-02-21T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Can the check flag an underage applicant?,S2 - High,22.4,7,No,3,Compliance Decision Friction
1145,IDC-43729,2026-02-12T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Passport read failing for a batch of users,S3 - Medium,37.4,4,No,2,User Verification Friction
1146,IDC-43116,2026-05-25T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Step-up auth triggering for returning players,S3 - Medium,12.2,4,No,2,User Verification Friction
1147,IDC-42251,2026-06-13T00:00:00.000Z,Rivet Play,CA-ON,Email,Please adjust our scheduled report frequency,S4 - Low,54.1,2,No,1,Account Admin
1148,IDC-42895,2026-03-09T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,Question about the data retention period,S4 - Low,59.4,2,No,1,Account Admin
1149,IDC-44398,2026-03-01T00:00:00.000Z,Ashgrove Bet,UK,Portal,Can we suppress PEP alerts for our US-only brand?,S2 - High,19.8,4,No,3,Compliance Decision Friction
1150,IDC-43778,2026-05-19T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Question about the data retention period,S4 - Low,26.8,1,No,1,Account Admin
1151,IDC-43693,2026-04-23T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Upload succeeds but result says image invalid,S3 - Medium,37.4,2,No,2,User Verification Friction
1152,IDC-42248,2026-05-03T00:00:00.000Z,Rivet Play,CA-ON,Portal,Please add our new brand to the account,S3 - Medium,24.3,2,No,2,Integration & Config
1153,IDC-43143,2026-07-06T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Step-up auth triggering for returning players,S2 - High,15.1,7,No,3,User Verification Friction
1154,IDC-43354,2026-05-17T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Player passed data check but failed secondary auth,S2 - High,19.5,5,No,3,User Verification Friction
1155,IDC-43789,2026-07-05T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Too many users routed to step-up this week,S3 - Medium,41.8,4,No,2,User Verification Friction
1156,IDC-44276,2026-05-12T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Step-up auth triggering for returning players,S3 - Medium,27.3,6,No,2,User Verification Friction
1157,IDC-42047,2026-04-01T00:00:00.000Z,Rivet Play,CA-ON,Email,Callback not received after verification completes,S2 - High,17.5,6,No,3,Platform Reliability Friction
1158,IDC-43024,2026-02-11T00:00:00.000Z,Tidewater Casino,US-NJ,Email,Request: export of last month's verification volumes,S3 - Medium,28.4,6,No,2,Account Admin
1159,IDC-44502,2026-02-28T00:00:00.000Z,Ashgrove Bet,UK,Email,Question about the data retention period,S4 - Low,49.2,3,No,1,Account Admin
1160,IDC-42570,2026-02-11T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Review decision pending for 48h+, players waiting",S2 - High,21.3,6,No,3,Operational Backlog Friction
1161,IDC-44270,2026-04-27T00:00:00.000Z,Selkirk Interactive,US-AZ,Email,Date of birth validation rejecting valid 1999 dates,S4 - Low,34.6,3,Yes,1,User Verification Friction
1162,IDC-44110,2026-05-26T00:00:00.000Z,Marigold Gaming,US-MI,Portal,Duplicate verification sessions created for one user,S3 - Medium,26,6,No,2,User Verification Friction
1163,IDC-43338,2026-05-10T00:00:00.000Z,Foundry Gaming,US-NJ,Phone,"CfA failing, what does phone_not_baselined mean?",S2 - High,19.4,7,No,3,Platform Reliability Friction
1164,IDC-42700,2026-03-21T00:00:00.000Z,Rivet Play,CA-ON,Email,Question about the data retention period,S3 - Medium,39.5,6,No,2,Account Admin
1165,IDC-44510,2026-04-10T00:00:00.000Z,Ashgrove Bet,UK,Email,Full 9-digit SSN check failing after config change,S3 - Medium,18.3,2,No,2,User Verification Friction
1166,IDC-43152,2026-06-29T00:00:00.000Z,Tidewater Casino,US-NJ,Portal,"Multiple users failing data verification, provider looks slow",S3 - Medium,43.4,5,No,2,Platform Reliability Friction
1167,IDC-42412,2026-04-26T00:00:00.000Z,Rivet Play,CA-ON,Portal,Zip code mismatch on addresses we believe are valid,S3 - Medium,20.6,5,No,2,User Verification Friction
1168,IDC-43386,2026-05-30T00:00:00.000Z,Foundry Gaming,US-NJ,Email,"Review decision pending for 48h+, players waiting",S3 - Medium,27,5,No,2,Operational Backlog Friction
1169,IDC-44738,2026-05-05T00:00:00.000Z,Pinnacle Play,US-CO,Email,Can the check flag an underage applicant?,S3 - Medium,32.3,5,No,2,Compliance Decision Friction
1170,IDC-42817,2026-02-08T00:00:00.000Z,Rivet Play,CA-ON,Email,apiKey rejected when sent in the request body,S3 - Medium,31.1,4,No,2,Integration & Config
1171,IDC-42303,2026-02-15T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,IDPV outcome differs across document types,S4 - Low,16.7,2,No,1,Compliance Decision Friction
1172,IDC-42581,2026-06-27T00:00:00.000Z,Rivet Play,CA-ON,Phone,Manual review queue backing up this week,S3 - Medium,39.6,5,No,2,Operational Backlog Friction
1173,IDC-43716,2026-04-13T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Verification failing with provider timeout (504),S3 - Medium,32.9,4,No,2,Platform Reliability Friction
1174,IDC-43756,2026-03-05T00:00:00.000Z,Cobalt Sportsbook,US-PA,Email,Partial match returns no data on first attempt,S3 - Medium,35.6,6,No,2,User Verification Friction
1175,IDC-44933,2026-05-02T00:00:00.000Z,Pinnacle Play,US-CO,Phone,"PO Box treated as invalid, several player complaints",S3 - Medium,21.6,5,Yes,2,User Verification Friction
1176,IDC-42633,2026-02-25T00:00:00.000Z,Rivet Play,CA-ON,Email,Upload succeeds but result says image invalid,S3 - Medium,33.3,3,No,2,User Verification Friction
1177,IDC-43033,2026-07-30T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,"OTP channel timeout error, must be integer 15-900",S3 - Medium,35,2,No,2,User Verification Friction
1178,IDC-42673,2026-05-29T00:00:00.000Z,Rivet Play,CA-ON,Email,"Image capture loops, QR code keeps reloading on handoff",S2 - High,24,7,No,3,User Verification Friction
1179,IDC-44040,2026-04-07T00:00:00.000Z,Marigold Gaming,US-MI,Email,"Sudden spike in failed verifications, nothing changed our side",S2 - High,16.2,8,No,3,Platform Reliability Friction
1180,IDC-44704,2026-03-18T00:00:00.000Z,Pinnacle Play,US-CO,Portal,Can the check flag an underage applicant?,S4 - Low,38.4,1,No,1,Compliance Decision Friction
1181,IDC-42987,2026-02-15T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,"OTP channel timeout error, must be integer 15-900",S2 - High,6,9,No,3,User Verification Friction
1182,IDC-43722,2026-06-21T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Step-up auth triggering for returning players,S2 - High,25.2,8,No,3,User Verification Friction
1183,IDC-43317,2026-06-15T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Date of birth validation rejecting valid 1999 dates,S3 - Medium,20.6,6,No,2,User Verification Friction
1184,IDC-43108,2026-02-22T00:00:00.000Z,Tidewater Casino,US-NJ,Slack Connect,"Review decision pending for 48h+, players waiting",S3 - Medium,16.9,4,No,2,Operational Backlog Friction
1185,IDC-42407,2026-02-18T00:00:00.000Z,Rivet Play,CA-ON,Email,Partial match returns no data on first attempt,S3 - Medium,15.8,2,No,2,User Verification Friction
1186,IDC-43719,2026-02-12T00:00:00.000Z,Cobalt Sportsbook,US-PA,Portal,Can we suppress PEP alerts for our US-only brand?,S2 - High,10.5,4,No,3,Compliance Decision Friction
1187,IDC-42054,2026-06-05T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,"Base URL misconfigured, double https in the endpoint",S2 - High,22.6,9,No,3,Integration & Config
1188,IDC-44512,2026-07-22T00:00:00.000Z,Ashgrove Bet,UK,Portal,Watchlist screening flagged the wrong person,S3 - Medium,43.5,3,No,2,Compliance Decision Friction
1189,IDC-42526,2026-02-20T00:00:00.000Z,Rivet Play,CA-ON,Portal,Request: export of last month's verification volumes,S4 - Low,26.3,3,No,1,Account Admin
1190,IDC-42596,2026-03-15T00:00:00.000Z,Rivet Play,CA-ON,Phone,Front of licence rejected as invalid image,S4 - Low,19.9,3,No,1,User Verification Friction
1191,IDC-42664,2026-07-27T00:00:00.000Z,Rivet Play,CA-ON,Email,Duplicate verification sessions created for one user,S3 - Medium,12.6,2,No,2,User Verification Friction
1192,IDC-43239,2026-05-28T00:00:00.000Z,Foundry Gaming,US-NJ,Email,Too many users routed to step-up this week,S2 - High,13.3,6,No,3,User Verification Friction
1193,IDC-42027,2026-02-07T00:00:00.000Z,Rivet Play,CA-ON,Slack Connect,New image capture flow rejecting valid IDs,S2 - High,9.7,6,No,3,User Verification Friction
1194,IDC-42589,2026-05-10T00:00:00.000Z,Rivet Play,CA-ON,Email,Front of licence rejected as invalid image,S2 - High,20.8,8,No,3,User Verification Friction
1195,IDC-42953,2026-06-14T00:00:00.000Z,Tidewater Casino,US-NJ,Email,"Onboarding new market, what config changes are needed?",S3 - Medium,38.9,6,Yes,2,Integration & Config
